Age,Annual Income,Risk Appetite,Monthly Expenses,Emergency Funds,Investment Duration,Investment Experience,Total Assets,Liabilities,Dependents,Employment Type_Salaried,Employment Type_Self-Employed,Employment Type_Student,Financial Goal_Child’s education/marriage,Financial Goal_Retirement,Financial Goal_Wealth creation
Above 50 years,0.5813953488372093,2.0,More than 90% of my income,Less than 3 months of expenses saved,Short-term,2.0,1.0,0.5,3,True,False,False,False,False,True
Above 50 years,1.0,2.0,Less than 50% of my income,More than 6 months of expenses saved,Long-term,2.0,1.0,1.0000000000000002,0,False,True,False,False,False,False
36–50 years,0.0,,Less than 50% of my income,No emergency savings,Long-term,0.0,0.5652173913043479,0.5,1,False,True,False,False,False,True
Below 25 years,0.23255813953488375,,More than 90% of my income,3–6 months of expenses saved,Long-term,,1.0,1.0000000000000002,0,False,True,False,False,False,True
36–50 years,0.5813953488372093,,Less than 50% of my income,More than 6 months of expenses saved,Long-term,0.0,0.5652173913043479,1.0000000000000002,0,False,False,False,True,False,False
Below 25 years,0.5813953488372093,0.0,Less than 50% of my income,3–6 months of expenses saved,Long-term,,1.0,1.0000000000000002,0,False,False,False,False,False,False
Below 25 years,0.0,0.0,Less than 50% of my income,More than 6 months of expenses saved,Long-term,,1.0,0.0,3,True,False,False,False,False,False
25–35 years,0.5813953488372093,2.0,70–90% of my income,Less than 3 months of expenses saved,Long-term,1.0,1.0,1.0000000000000002,0,False,False,True,True,False,False
25–35 years,0.5813953488372093,2.0,More than 90% of my income,No emergency savings,Long-term,0.0,1.0,1.0000000000000002,1,True,False,False,False,False,False
36–50 years,0.5813953488372093,2.0,70–90% of my income,No emergency savings,Long-term,,0.5652173913043479,1.0000000000000002,3,False,True,False,True,False,False
25–35 years,0.5813953488372093,,Less than 50% of my income,3–6 months of expenses saved,Long-term,1.0,1.0,0.0,3,False,True,False,False,False,False
25–35 years,0.23255813953488375,0.0,Less than 50% of my income,Less than 3 months of expenses saved,Long-term,0.0,1.0,0.5,1,False,True,False,False,True,False
Above 50 years,0.5813953488372093,0.0,50–70% of my income,No emergency savings,Long-term,2.0,0.5652173913043479,0.0,3,True,False,False,False,False,True
25–35 years,0.0,2.0,50–70% of my income,No emergency savings,Long-term,1.0,0.0,1.0000000000000002,0,False,False,True,False,False,False
Below 25 years,0.0,0.0,70–90% of my income,More than 6 months of expenses saved,Short-term,,0.17391304347826086,0.0,1,True,False,False,True,False,False
36–50 years,0.5813953488372093,0.0,More than 90% of my income,3–6 months of expenses saved,Long-term,,1.0,0.0,0,True,False,False,False,True,False
36–50 years,0.23255813953488375,,50–70% of my income,More than 6 months of expenses saved,Short-term,1.0,0.17391304347826086,0.0,1,False,False,False,False,False,False
25–35 years,0.0,,More than 90% of my income,More than 6 months of expenses saved,Short-term,1.0,0.17391304347826086,0.5,0,False,False,False,False,False,False
36–50 years,0.0,2.0,More than 90% of my income,No emergency savings,Long-term,1.0,0.17391304347826086,1.0000000000000002,0,False,False,False,False,False,False
36–50 years,0.5813953488372093,0.0,70–90% of my income,3–6 months of expenses saved,Long-term,0.0,0.17391304347826086,1.0000000000000002,1,True,False,False,False,False,True
25–35 years,0.5813953488372093,0.0,70–90% of my income,Less than 3 months of expenses saved,Short-term,0.0,0.5652173913043479,1.0000000000000002,0,False,False,False,False,True,False
Above 50 years,0.5813953488372093,0.0,70–90% of my income,3–6 months of expenses saved,Short-term,2.0,1.0,1.0000000000000002,0,False,False,False,True,False,False
Below 25 years,0.0,0.0,70–90% of my income,No emergency savings,Long-term,,1.0,0.0,3,True,False,False,False,True,False
25–35 years,0.0,0.0,50–70% of my income,3–6 months of expenses saved,Long-term,0.0,0.5652173913043479,0.0,1,False,False,True,False,True,False
Above 50 years,0.0,2.0,Less than 50% of my income,More than 6 months of expenses saved,Short-term,2.0,1.0,0.5,3,False,False,False,False,True,False
36–50 years,0.5813953488372093,0.0,Less than 50% of my income,More than 6 months of expenses saved,Long-term,1.0,0.5652173913043479,1.0000000000000002,0,True,False,False,True,False,False
25–35 years,0.23255813953488375,2.0,Less than 50% of my income,Less than 3 months of expenses saved,Long-term,0.0,0.0,1.0000000000000002,1,False,True,False,True,False,False
25–35 years,0.23255813953488375,,50–70% of my income,More than 6 months of expenses saved,Long-term,0.0,0.0,1.0000000000000002,1,False,False,False,False,False,True
25–35 years,0.23255813953488375,2.0,More than 90% of my income,More than 6 months of expenses saved,Long-term,0.0,0.17391304347826086,1.0000000000000002,0,False,True,False,False,False,True
Below 25 years,0.0,,Less than 50% of my income,More than 6 months of expenses saved,Long-term,,1.0,0.0,1,False,True,False,False,False,True
36–50 years,0.23255813953488375,,Less than 50% of my income,No emergency savings,Long-term,1.0,1.0,1.0000000000000002,1,False,True,False,False,False,True
25–35 years,0.23255813953488375,0.0,70–90% of my income,No emergency savings,Short-term,,1.0,0.5,1,False,False,False,False,False,True
25–35 years,1.0,,More than 90% of my income,More than 6 months of expenses saved,Short-term,,1.0,1.0000000000000002,0,False,False,True,False,False,False
Above 50 years,0.5813953488372093,0.0,70–90% of my income,No emergency savings,Long-term,2.0,1.0,0.0,3,False,False,True,True,False,False
Below 25 years,0.5813953488372093,0.0,More than 90% of my income,No emergency savings,Long-term,,0.17391304347826086,1.0000000000000002,3,False,True,False,False,True,False
Above 50 years,0.23255813953488375,2.0,More than 90% of my income,More than 6 months of expenses saved,Short-term,2.0,1.0,0.5,1,False,False,True,False,False,True
36–50 years,0.23255813953488375,,50–70% of my income,More than 6 months of expenses saved,Long-term,0.0,1.0,0.5,0,True,False,False,False,False,False
36–50 years,0.5813953488372093,0.0,Less than 50% of my income,No emergency savings,Long-term,,1.0,0.0,1,False,True,False,False,True,False
Above 50 years,0.5813953488372093,2.0,50–70% of my income,More than 6 months of expenses saved,Long-term,2.0,1.0,0.0,1,False,True,False,False,False,False
36–50 years,0.5813953488372093,2.0,50–70% of my income,No emergency savings,Long-term,0.0,0.5652173913043479,0.5,3,False,True,False,False,False,True
36–50 years,0.0,,70–90% of my income,3–6 months of expenses saved,Long-term,0.0,0.0,0.0,3,True,False,False,False,False,True
Below 25 years,0.5813953488372093,2.0,50–70% of my income,3–6 months of expenses saved,Long-term,,0.0,0.0,3,True,False,False,False,False,True
Below 25 years,0.23255813953488375,,Less than 50% of my income,No emergency savings,Long-term,,0.5652173913043479,0.5,0,False,True,False,False,False,True
Above 50 years,0.5813953488372093,0.0,More than 90% of my income,No emergency savings,Short-term,2.0,1.0,0.5,3,False,False,False,False,True,False
36–50 years,0.5813953488372093,,More than 90% of my income,Less than 3 months of expenses saved,Short-term,1.0,0.0,0.0,3,False,False,True,False,False,False
25–35 years,0.0,2.0,50–70% of my income,More than 6 months of expenses saved,Long-term,1.0,1.0,0.0,1,True,False,False,True,False,False
Below 25 years,0.0,,50–70% of my income,No emergency savings,Short-term,,1.0,0.0,1,False,False,True,False,False,False
25–35 years,0.0,,More than 90% of my income,Less than 3 months of expenses saved,Short-term,1.0,1.0,1.0000000000000002,0,False,False,False,False,False,False
25–35 years,0.5813953488372093,0.0,50–70% of my income,Less than 3 months of expenses saved,Short-term,0.0,0.17391304347826086,1.0000000000000002,3,False,False,True,False,False,True
36–50 years,0.5813953488372093,2.0,70–90% of my income,3–6 months of expenses saved,Short-term,,0.0,1.0000000000000002,0,False,False,True,False,False,True
25–35 years,0.23255813953488375,0.0,70–90% of my income,More than 6 months of expenses saved,Long-term,,0.5652173913043479,0.0,1,False,False,False,False,False,False
36–50 years,0.5813953488372093,0.0,More than 90% of my income,No emergency savings,Long-term,1.0,1.0,1.0000000000000002,3,True,False,False,False,True,False
25–35 years,0.23255813953488375,,More than 90% of my income,No emergency savings,Long-term,1.0,0.5652173913043479,1.0000000000000002,0,False,True,False,False,False,True
25–35 years,0.0,0.0,70–90% of my income,More than 6 months of expenses saved,Long-term,0.0,1.0,0.5,0,True,False,False,False,True,False
Below 25 years,0.0,,Less than 50% of my income,Less than 3 months of expenses saved,Short-term,,0.17391304347826086,1.0000000000000002,3,True,False,False,False,False,True
25–35 years,0.23255813953488375,0.0,50–70% of my income,3–6 months of expenses saved,Short-term,0.0,1.0,1.0000000000000002,0,True,False,False,True,False,False
25–35 years,0.5813953488372093,,Less than 50% of my income,No emergency savings,Short-term,0.0,0.0,0.5,1,True,False,False,False,False,False
36–50 years,0.5813953488372093,2.0,50–70% of my income,Less than 3 months of expenses saved,Short-term,1.0,1.0,0.5,1,False,False,False,False,False,True
25–35 years,0.5813953488372093,,More than 90% of my income,3–6 months of expenses saved,Short-term,0.0,0.17391304347826086,0.0,1,False,False,True,False,False,True
36–50 years,0.23255813953488375,0.0,More than 90% of my income,3–6 months of expenses saved,Short-term,,0.5652173913043479,0.0,1,False,True,False,False,False,True
Above 50 years,0.0,0.0,Less than 50% of my income,3–6 months of expenses saved,Long-term,2.0,1.0,1.0000000000000002,3,False,False,False,True,False,False
36–50 years,0.5813953488372093,0.0,More than 90% of my income,Less than 3 months of expenses saved,Long-term,,0.17391304347826086,1.0000000000000002,0,False,False,True,True,False,False
Below 25 years,0.5813953488372093,0.0,70–90% of my income,Less than 3 months of expenses saved,Short-term,,0.17391304347826086,0.5,0,False,True,False,False,False,False
25–35 years,0.5813953488372093,0.0,70–90% of my income,No emergency savings,Long-term,0.0,0.17391304347826086,1.0000000000000002,0,False,True,False,False,True,False
25–35 years,0.5813953488372093,0.0,Less than 50% of my income,3–6 months of expenses saved,Short-term,1.0,0.17391304347826086,0.0,3,False,False,True,True,False,False
Above 50 years,0.23255813953488375,,50–70% of my income,3–6 months of expenses saved,Long-term,2.0,0.5652173913043479,0.5,1,False,True,False,False,False,True
25–35 years,0.5813953488372093,0.0,50–70% of my income,Less than 3 months of expenses saved,Short-term,0.0,0.5652173913043479,0.5,1,False,False,False,False,True,False
36–50 years,0.23255813953488375,2.0,50–70% of my income,No emergency savings,Long-term,1.0,1.0,0.0,1,False,True,False,True,False,False
36–50 years,0.0,,70–90% of my income,No emergency savings,Long-term,,0.5652173913043479,1.0000000000000002,3,True,False,False,False,False,False
36–50 years,0.5813953488372093,0.0,70–90% of my income,More than 6 months of expenses saved,Long-term,0.0,0.5652173913043479,1.0000000000000002,1,False,False,False,True,False,False
Below 25 years,0.5813953488372093,2.0,70–90% of my income,No emergency savings,Short-term,,0.5652173913043479,0.0,1,False,False,False,True,False,False
36–50 years,0.0,2.0,50–70% of my income,3–6 months of expenses saved,Long-term,1.0,0.5652173913043479,0.5,1,False,True,False,True,False,False
Below 25 years,0.23255813953488375,2.0,70–90% of my income,More than 6 months of expenses saved,Long-term,,0.0,1.0000000000000002,1,True,False,False,False,False,True
25–35 years,0.5813953488372093,0.0,More than 90% of my income,No emergency savings,Long-term,0.0,1.0,0.5,0,True,False,False,False,False,False
25–35 years,0.0,0.0,70–90% of my income,More than 6 months of expenses saved,Long-term,1.0,0.5652173913043479,0.0,1,False,False,True,False,False,False
36–50 years,0.23255813953488375,0.0,More than 90% of my income,3–6 months of expenses saved,Long-term,,0.17391304347826086,1.0000000000000002,3,False,False,False,True,False,False
36–50 years,0.5813953488372093,0.0,More than 90% of my income,Less than 3 months of expenses saved,Long-term,1.0,0.0,1.0000000000000002,3,False,False,True,False,False,True
Above 50 years,1.0,0.0,50–70% of my income,More than 6 months of expenses saved,Long-term,2.0,1.0,0.0,3,False,False,True,False,True,False
25–35 years,0.0,0.0,50–70% of my income,No emergency savings,Long-term,,0.5652173913043479,0.0,0,False,False,False,True,False,False
Below 25 years,0.5813953488372093,,70–90% of my income,No emergency savings,Long-term,,1.0,0.0,1,False,False,True,False,False,False
Below 25 years,0.0,0.0,Less than 50% of my income,More than 6 months of expenses saved,Long-term,,0.0,1.0000000000000002,1,False,True,False,False,True,False
36–50 years,0.23255813953488375,,50–70% of my income,Less than 3 months of expenses saved,Long-term,0.0,0.5652173913043479,0.5,0,False,False,False,True,False,False
36–50 years,0.5813953488372093,0.0,50–70% of my income,More than 6 months of expenses saved,Short-term,0.0,0.5652173913043479,0.5,3,False,False,False,False,True,False
Below 25 years,0.23255813953488375,,70–90% of my income,More than 6 months of expenses saved,Short-term,,0.17391304347826086,0.0,1,True,False,False,False,False,False
Above 50 years,1.0,0.0,70–90% of my income,3–6 months of expenses saved,Long-term,2.0,1.0,0.5,1,False,False,False,False,True,False
Below 25 years,0.5813953488372093,0.0,50–70% of my income,No emergency savings,Long-term,,0.0,0.0,3,False,False,True,False,True,False
36–50 years,0.23255813953488375,2.0,50–70% of my income,3–6 months of expenses saved,Long-term,1.0,0.17391304347826086,0.0,0,True,False,False,False,False,False
36–50 years,0.23255813953488375,0.0,More than 90% of my income,Less than 3 months of expenses saved,Long-term,,0.5652173913043479,0.5,1,False,False,True,False,True,False
Above 50 years,0.23255813953488375,,Less than 50% of my income,3–6 months of expenses saved,Short-term,2.0,0.5652173913043479,0.5,1,False,True,False,True,False,False
